Date_Time,Date,Time,Year,DoY,month,Hour,Rg_f,VPD_f,rH_f,Tair_f,Tsoil_f,Methane Turbulent Flux
5/6/2020 9:00,5/6/2020,9:00,2020,127,5,9.0,499.4,824.0,58.5,18.5,21.4,0.03
5/6/2020 9:30,5/6/2020,9:30,2020,127,5,9.5,612.4,1101.7,47.6,19.7,22.3,-0.001
5/6/2020 10:00,5/6/2020,10:00,2020,127,5,10.0,715.6,1386.8,39.9,20.7,23.6,-0.004
5/6/2020 10:30,5/6/2020,10:30,2020,127,5,10.5,811.3,1666.0,31.9,21.7,24.8,-0.011
5/6/2020 11:00,5/6/2020,11:00,2020,127,5,11.0,887.0,1813.0,47.4,22.3,25.8,-0.007
5/6/2020 11:30,5/6/2020,11:30,2020,127,5,11.5,947.5,1855.8,43.7,22.6,27.0,-0.003
5/6/2020 12:00,5/6/2020,12:00,2020,127,5,12.0,910.1,1797.7,44.2,22.6,27.8,-0.007
5/6/2020 12:30,5/6/2020,12:30,2020,127,5,12.5,1023.8,1774.8,30.5,23.0,29.1,-0.019
5/6/2020 13:00,5/6/2020,13:00,2020,127,5,13.0,1032.8,1806.2,30.1,23.1,29.6,-0.005
5/6/2020 13:30,5/6/2020,13:30,2020,127,5,13.5,1046.6,1833.4,41.4,23.4,29.6,-0.018
5/6/2020 14:00,5/6/2020,14:00,2020,127,5,14.0,980.0,1882.9,43.2,23.9,30.0,0.008
5/6/2020 14:30,5/6/2020,14:30,2020,127,5,14.5,975.7,1971.8,42.7,24.6,31.0,0.003
5/6/2020 15:00,5/6/2020,15:00,2020,127,5,15.0,923.2,2052.3,43.4,25.0,30.5,-0.01
5/6/2020 15:30,5/6/2020,15:30,2020,127,5,15.5,859.1,2057.0,46.9,25.2,30.3,-0.018
5/6/2020 16:00,5/6/2020,16:00,2020,127,5,16.0,779.5,2046.9,49.7,25.1,29.2,-0.029
5/6/2020 16:30,5/6/2020,16:30,2020,127,5,16.5,691.3,2061.6,48.8,25.2,29.1,-0.007
5/6/2020 17:00,5/6/2020,17:00,2020,127,5,17.0,593.6,2064.2,58.2,24.8,28.7,-0.015
5/6/2020 17:30,5/6/2020,17:30,2020,127,5,17.5,485.9,2025.6,56.2,24.7,27.8,-0.011
5/6/2020 18:00,5/6/2020,18:00,2020,127,5,18.0,376.9,1983.9,61.2,24.4,26.4,-0.004
5/6/2020 18:30,5/6/2020,18:30,2020,127,5,18.5,272.6,1912.3,60.6,23.9,25.2,0.009
5/6/2020 19:00,5/6/2020,19:00,2020,127,5,19.0,169.8,1833.7,63.2,23.3,24.1,0.001
5/6/2020 19:30,5/6/2020,19:30,2020,127,5,19.5,85.4,1638.0,33.8,22.4,22.8,-0.001
5/6/2020 20:00,5/6/2020,20:00,2020,127,5,20.0,33.7,1446.7,36.9,21.2,21.3,0.003
5/6/2020 20:30,5/6/2020,20:30,2020,127,5,20.5,4.4,1292.8,39.2,20.3,19.8,0.004
5/6/2020 21:00,5/6/2020,21:00,2020,127,5,21.0,19.1,1197.7,40.8,19.5,18.6,0.003
5/6/2020 21:30,5/6/2020,21:30,2020,127,5,21.5,3.1,1106.8,42.6,18.7,17.8,0.001
5/6/2020 22:00,5/6/2020,22:00,2020,127,5,22.0,0.1,1026.3,44.2,18.0,17.0,0.004
5/6/2020 22:30,5/6/2020,22:30,2020,127,5,22.5,0.9,959.6,45.5,17.4,16.2,0.003
5/6/2020 23:00,5/6/2020,23:00,2020,127,5,23.0,1.3,815.7,50.4,16.7,15.5,0.002
5/6/2020 23:30,5/6/2020,23:30,2020,127,5,23.5,1.3,712.3,54.8,16.3,15.0,-0.002
5/7/2020 0:00,5/7/2020,0:00,2020,127,5,24.0,1.3,640.5,57.1,15.8,14.7,0.001
5/7/2020 0:30,5/7/2020,0:30,2020,128,5,0.5,1.3,598.6,58.8,15.3,14.0,0.0
5/7/2020 1:00,5/7/2020,1:00,2020,128,5,1.0,0.6,575.9,59.2,14.8,13.6,0.001
5/7/2020 1:30,5/7/2020,1:30,2020,128,5,1.5,0.5,516.6,60.9,14.1,12.9,0.001
5/7/2020 2:00,5/7/2020,2:00,2020,128,5,2.0,1.1,428.0,65.0,13.4,11.9,0.006
5/7/2020 2:30,5/7/2020,2:30,2020,128,5,2.5,1.4,317.1,72.1,12.4,11.0,0.002
5/7/2020 3:00,5/7/2020,3:00,2020,128,5,3.0,1.2,372.5,74.8,11.8,10.3,0.001
5/7/2020 3:30,5/7/2020,3:30,2020,128,5,3.5,1.1,438.0,78.8,10.7,9.5,0.0
5/7/2020 4:00,5/7/2020,4:00,2020,128,5,4.0,1.1,439.4,83.5,10.2,8.8,-0.001
5/7/2020 4:30,5/7/2020,4:30,2020,128,5,4.5,1.0,429.5,83.1,10.2,8.6,-0.001
5/7/2020 5:00,5/7/2020,5:00,2020,128,5,5.0,0.7,408.4,83.2,9.5,8.5,0.005
5/7/2020 5:30,5/7/2020,5:30,2020,128,5,5.5,0.5,374.0,82.9,10.0,8.3,0.002
5/7/2020 6:00,5/7/2020,6:00,2020,128,5,6.0,7.0,349.9,87.5,9.5,8.1,-0.005
5/7/2020 6:30,5/7/2020,6:30,2020,128,5,6.5,59.0,340.4,89.2,9.1,7.8,-0.008
5/7/2020 7:00,5/7/2020,7:00,2020,128,5,7.0,15.8,1024.5,90.5,8.9,7.8,0.0
5/7/2020 7:30,5/7/2020,7:30,2020,128,5,7.5,102.2,1190.4,87.0,9.6,9.5,0.003
5/7/2020 8:00,5/7/2020,8:00,2020,128,5,8.0,229.1,1128.4,76.2,12.0,12.9,0.001
5/7/2020 8:30,5/7/2020,8:30,2020,128,5,8.5,357.9,410.7,66.5,14.0,16.8,0.002
5/7/2020 9:00,5/7/2020,9:00,2020,128,5,9.0,484.2,546.1,60.6,15.0,19.2,0.001
5/7/2020 9:30,5/7/2020,9:30,2020,128,5,9.5,599.5,730.9,53.1,16.1,21.6,0.001
5/7/2020 10:00,5/7/2020,10:00,2020,128,5,10.0,704.3,922.5,45.9,17.3,23.5,0.001
5/7/2020 10:30,5/7/2020,10:30,2020,128,5,10.5,797.5,1117.0,39.7,18.5,25.5,0.001
5/7/2020 11:00,5/7/2020,11:00,2020,128,5,11.0,874.6,1199.3,37.1,19.0,27.4,0.0
5/7/2020 11:30,5/7/2020,11:30,2020,128,5,11.5,935.5,1239.0,37.7,19.4,29.6,0.0
5/7/2020 12:00,5/7/2020,12:00,2020,128,5,12.0,980.3,1372.2,34.9,20.2,31.7,-0.001
5/7/2020 12:30,5/7/2020,12:30,2020,128,5,12.5,1010.6,1469.0,32.5,20.4,33.4,-0.001
5/7/2020 13:00,5/7/2020,13:00,2020,128,5,13.0,993.0,1545.9,31.8,21.2,34.5,0.002
5/7/2020 13:30,5/7/2020,13:30,2020,128,5,13.5,1007.1,1611.6,31.5,21.3,34.2,0.0
5/7/2020 14:00,5/7/2020,14:00,2020,128,5,14.0,925.7,1685.7,30.4,22.0,34.9,-0.007
5/7/2020 14:30,5/7/2020,14:30,2020,128,5,14.5,797.5,1732.5,50.3,22.4,33.2,0.0
5/7/2020 15:00,5/7/2020,15:00,2020,128,5,15.0,759.9,1735.1,50.3,23.1,31.5,0.003
5/7/2020 15:30,5/7/2020,15:30,2020,128,5,15.5,839.7,1787.5,47.7,23.2,31.1,-0.005
5/7/2020 16:00,5/7/2020,16:00,2020,128,5,16.0,771.4,1858.4,50.5,23.5,31.0,-0.006
5/7/2020 16:30,5/7/2020,16:30,2020,128,5,16.5,581.2,1899.6,59.2,23.9,29.3,0.001
5/7/2020 17:00,5/7/2020,17:00,2020,128,5,17.0,490.9,1879.5,56.6,23.8,27.5,-0.002
5/7/2020 17:30,5/7/2020,17:30,2020,128,5,17.5,302.0,1850.7,62.6,23.5,26.8,0.001
5/7/2020 18:00,5/7/2020,18:00,2020,128,5,18.0,318.1,1823.4,63.0,23.4,25.6,-0.001
5/7/2020 18:30,5/7/2020,18:30,2020,128,5,18.5,185.1,1761.8,33.7,23.1,23.8,0.004
5/7/2020 19:00,5/7/2020,19:00,2020,128,5,19.0,161.5,1739.9,32.9,22.9,22.6,0.003
5/7/2020 19:30,5/7/2020,19:30,2020,128,5,19.5,91.8,1694.7,34.6,22.7,21.9,0.01
5/7/2020 20:00,5/7/2020,20:00,2020,128,5,20.0,40.4,1555.8,37.4,22.1,21.9,-0.001
5/7/2020 20:30,5/7/2020,20:30,2020,128,5,20.5,4.3,1461.2,39.0,21.7,21.9,0.0
5/7/2020 21:00,5/7/2020,21:00,2020,128,5,21.0,22.3,1357.0,41.3,21.1,21.9,-0.004
5/7/2020 21:30,5/7/2020,21:30,2020,128,5,21.5,5.1,1234.6,44.0,20.2,21.9,0.001
5/7/2020 22:00,5/7/2020,22:00,2020,128,5,22.0,0.2,1190.5,45.4,19.9,21.9,0.001
5/7/2020 22:30,5/7/2020,22:30,2020,128,5,22.5,0.9,1111.9,47.8,19.6,21.9,-0.002
5/7/2020 23:00,5/7/2020,23:00,2020,128,5,23.0,1.3,1046.8,49.1,19.2,21.9,0.0
5/7/2020 23:30,5/7/2020,23:30,2020,128,5,23.5,1.3,912.7,53.6,18.2,21.9,0.0
5/8/2020 0:00,5/8/2020,0:00,2020,128,5,24.0,1.3,858.8,55.6,18.3,21.8,0.031
5/8/2020 0:30,5/8/2020,0:30,2020,129,5,0.5,1.3,855.2,57.1,18.5,21.7,0.002
5/8/2020 1:00,5/8/2020,1:00,2020,129,5,1.0,0.6,501.3,64.4,18.2,21.7,0.001
5/8/2020 1:30,5/8/2020,1:30,2020,129,5,1.5,0.4,678.2,75.3,17.0,21.7,0.001
5/8/2020 2:00,5/8/2020,2:00,2020,129,5,2.0,1.1,416.5,79.5,16.4,21.5,0.01
5/8/2020 2:30,5/8/2020,2:30,2020,129,5,2.5,0.4,901.2,76.4,16.5,21.5,-0.002
5/8/2020 3:00,5/8/2020,3:00,2020,129,5,3.0,1.8,331.7,75.7,16.7,21.4,0.002
5/8/2020 3:30,5/8/2020,3:30,2020,129,5,3.5,2.0,493.5,72.5,17.3,21.3,0.003
5/8/2020 4:00,5/8/2020,4:00,2020,129,5,4.0,0.8,427.2,75.8,17.2,21.3,0.0
5/8/2020 4:30,5/8/2020,4:30,2020,129,5,4.5,0.6,421.3,76.2,17.4,21.2,0.0
5/8/2020 5:00,5/8/2020,5:00,2020,129,5,5.0,0.6,390.9,77.8,17.6,21.1,0.0
5/8/2020 5:30,5/8/2020,5:30,2020,129,5,5.5,0.5,351.4,79.7,17.5,21.1,0.001
5/8/2020 6:00,5/8/2020,6:00,2020,129,5,6.0,0.8,318.3,81.0,17.3,20.9,0.0
5/8/2020 6:30,5/8/2020,6:30,2020,129,5,6.5,0.4,301.4,82.0,17.1,20.9,0.0
5/8/2020 7:00,5/8/2020,7:00,2020,129,5,7.0,1.4,411.0,77.7,17.7,20.9,0.001
5/8/2020 7:30,5/8/2020,7:30,2020,129,5,7.5,2.3,394.6,77.8,17.9,20.7,0.001
5/8/2020 8:00,5/8/2020,8:00,2020,129,5,8.0,4.8,402.8,89.5,16.8,20.7,0.001
5/8/2020 8:30,5/8/2020,8:30,2020,129,5,8.5,5.3,927.0,93.4,17.0,20.6,0.001
5/8/2020 9:00,5/8/2020,9:00,2020,129,5,9.0,7.8,927.0,94.6,17.3,20.5,0.001
5/8/2020 9:30,5/8/2020,9:30,2020,129,5,9.5,15.0,1027.1,94.9,17.5,20.5,0.001
5/8/2020 10:00,5/8/2020,10:00,2020,129,5,10.0,25.7,1022.6,94.1,17.8,20.5,0.011
5/8/2020 10:30,5/8/2020,10:30,2020,129,5,10.5,84.0,1185.4,91.9,18.4,20.4,-0.014
5/8/2020 11:00,5/8/2020,11:00,2020,129,5,11.0,164.0,1324.0,91.2,19.0,20.3,0.0
5/8/2020 11:30,5/8/2020,11:30,2020,129,5,11.5,68.3,1212.0,90.4,19.2,20.3,-0.003
5/8/2020 12:00,5/8/2020,12:00,2020,129,5,12.0,67.6,1212.0,90.5,19.3,20.3,0.001
5/8/2020 12:30,5/8/2020,12:30,2020,129,5,12.5,90.2,1189.4,91.9,19.1,20.2,0.001
5/8/2020 13:00,5/8/2020,13:00,2020,129,5,13.0,80.8,1214.4,93.3,19.0,20.1,0.001
5/8/2020 13:30,5/8/2020,13:30,2020,129,5,13.5,152.7,1364.3,93.2,18.3,20.1,0.001
5/8/2020 14:00,5/8/2020,14:00,2020,129,5,14.0,145.0,1307.2,90.8,18.4,20.1,-0.004
5/8/2020 14:30,5/8/2020,14:30,2020,129,5,14.5,367.3,1030.7,85.0,19.0,20.1,-0.001
5/8/2020 15:00,5/8/2020,15:00,2020,129,5,15.0,596.8,443.9,79.2,19.7,20.1,-0.004
5/8/2020 15:30,5/8/2020,15:30,2020,129,5,15.5,372.0,535.9,75.4,19.9,20.1,-0.003
5/8/2020 16:00,5/8/2020,16:00,2020,129,5,16.0,242.0,586.9,73.3,19.9,20.1,-0.002
5/8/2020 16:30,5/8/2020,16:30,2020,129,5,16.5,204.8,638.0,70.2,19.5,20.1,-0.006
5/8/2020 17:00,5/8/2020,17:00,2020,129,5,17.0,242.4,607.7,71.1,19.3,20.2,0.0
5/8/2020 17:30,5/8/2020,17:30,2020,129,5,17.5,467.5,664.3,68.4,19.2,20.3,-0.011
5/8/2020 18:00,5/8/2020,18:00,2020,129,5,18.0,398.1,643.9,68.5,18.9,20.3,-0.007
5/8/2020 18:30,5/8/2020,18:30,2020,129,5,18.5,276.8,633.2,68.7,18.5,20.3,-0.003
5/8/2020 19:00,5/8/2020,19:00,2020,129,5,19.0,239.4,641.3,68.4,18.6,20.3,-0.001
5/8/2020 19:30,5/8/2020,19:30,2020,129,5,19.5,64.7,529.2,72.7,17.7,20.3,-0.001
5/8/2020 20:00,5/8/2020,20:00,2020,129,5,20.0,77.9,580.3,71.9,17.4,20.3,0.002
5/8/2020 20:30,5/8/2020,20:30,2020,129,5,20.5,6.5,461.7,73.6,16.9,20.3,0.001
5/8/2020 21:00,5/8/2020,21:00,2020,129,5,21.0,42.2,469.0,72.9,16.6,20.3,0.002
5/8/2020 21:30,5/8/2020,21:30,2020,129,5,21.5,6.0,437.7,73.4,16.2,20.2,0.002
5/8/2020 22:00,5/8/2020,22:00,2020,129,5,22.0,0.2,461.6,71.9,15.7,20.1,0.003
5/8/2020 22:30,5/8/2020,22:30,2020,129,5,22.5,0.9,496.8,69.7,15.6,20.1,0.0
5/8/2020 23:00,5/8/2020,23:00,2020,129,5,23.0,1.3,464.1,70.5,15.2,20.0,-0.001
5/8/2020 23:30,5/8/2020,23:30,2020,129,5,23.5,1.3,478.6,69.9,15.0,19.9,0.0
5/9/2020 0:00,5/9/2020,0:00,2020,129,5,24.0,1.3,432.1,71.0,14.5,19.9,0.0
5/9/2020 0:30,5/9/2020,0:30,2020,130,5,0.5,1.3,366.3,74.5,13.9,19.7,0.001
5/9/2020 1:00,5/9/2020,1:00,2020,130,5,1.0,0.6,325.2,76.6,13.4,19.7,0.0
5/9/2020 1:30,5/9/2020,1:30,2020,130,5,1.5,0.4,303.4,77.8,13.0,19.5,0.003
5/9/2020 2:00,5/9/2020,2:00,2020,130,5,2.0,1.1,314.3,78.9,12.8,19.4,0.0
5/9/2020 2:30,5/9/2020,2:30,2020,130,5,2.5,1.4,408.2,89.3,11.3,19.3,-0.001
5/9/2020 3:00,5/9/2020,3:00,2020,130,5,3.0,1.2,433.0,92.4,10.8,19.2,0.001
5/9/2020 3:30,5/9/2020,3:30,2020,130,5,3.5,1.1,431.0,94.1,10.1,19.1,0.004
5/9/2020 4:00,5/9/2020,4:00,2020,130,5,4.0,1.1,436.8,89.2,10.7,19.0,-0.002
5/9/2020 4:30,5/9/2020,4:30,2020,130,5,4.5,1.0,401.0,82.8,11.7,19.0,0.0
5/9/2020 5:00,5/9/2020,5:00,2020,130,5,5.0,0.7,371.8,83.9,11.3,18.8,0.001
5/9/2020 5:30,5/9/2020,5:30,2020,130,5,5.5,0.5,350.8,82.9,11.1,18.7,0.001
5/9/2020 6:00,5/9/2020,6:00,2020,130,5,6.0,4.6,349.1,79.9,11.0,18.6,0.0
5/9/2020 6:30,5/9/2020,6:30,2020,130,5,6.5,36.7,346.0,82.2,10.3,18.5,0.001
5/9/2020 7:00,5/9/2020,7:00,2020,130,5,7.0,8.4,888.6,82.4,10.0,18.3,0.001
5/9/2020 7:30,5/9/2020,7:30,2020,130,5,7.5,64.9,323.8,76.5,10.4,18.2,0.0
5/9/2020 8:00,5/9/2020,8:00,2020,130,5,8.0,156.8,391.3,73.1,10.8,18.1,0.002
5/9/2020 8:30,5/9/2020,8:30,2020,130,5,8.5,272.3,418.1,73.1,11.3,18.1,0.0
5/9/2020 9:00,5/9/2020,9:00,2020,130,5,9.0,364.4,458.5,70.2,11.9,17.9,0.002
5/9/2020 9:30,5/9/2020,9:30,2020,130,5,9.5,487.4,561.9,65.0,12.7,17.9,0.002
5/9/2020 10:00,5/9/2020,10:00,2020,130,5,10.0,566.2,642.9,60.5,13.3,17.8,-0.002
5/9/2020 10:30,5/9/2020,10:30,2020,130,5,10.5,700.1,705.8,58.0,13.7,17.7,0.005
5/9/2020 11:00,5/9/2020,11:00,2020,130,5,11.0,735.5,756.4,55.5,14.1,17.7,-0.003
5/9/2020 11:30,5/9/2020,11:30,2020,130,5,11.5,736.2,782.9,53.9,14.4,17.7,0.003
5/9/2020 12:00,5/9/2020,12:00,2020,130,5,12.0,810.3,808.3,53.7,14.7,17.7,-0.002
5/9/2020 12:30,5/9/2020,12:30,2020,130,5,12.5,930.2,832.6,53.9,15.1,17.7,0.001
5/9/2020 13:00,5/9/2020,13:00,2020,130,5,13.0,921.0,923.4,50.0,15.5,17.7,-0.003
5/9/2020 13:30,5/9/2020,13:30,2020,130,5,13.5,1001.1,932.3,50.0,15.9,17.7,-0.005
5/9/2020 14:00,5/9/2020,14:00,2020,130,5,14.0,1026.9,956.8,50.1,16.2,17.9,-0.003
5/9/2020 14:30,5/9/2020,14:30,2020,130,5,14.5,1053.5,1031.4,47.0,16.6,17.9,-0.003
5/9/2020 15:00,5/9/2020,15:00,2020,130,5,15.0,1001.6,1036.1,47.5,17.0,18.1,-0.001
5/9/2020 15:30,5/9/2020,15:30,2020,130,5,15.5,961.7,1086.4,46.4,17.4,18.1,-0.003
5/9/2020 16:00,5/9/2020,16:00,2020,130,5,16.0,900.2,1099.0,47.0,17.8,18.2,-0.002
5/9/2020 16:30,5/9/2020,16:30,2020,130,5,16.5,813.1,1134.0,45.7,18.1,18.4,-0.002
5/9/2020 17:00,5/9/2020,17:00,2020,130,5,17.0,629.7,1166.3,44.7,18.2,18.6,-0.001
5/9/2020 17:30,5/9/2020,17:30,2020,130,5,17.5,604.2,1202.8,43.4,18.4,18.6,0.0
5/9/2020 18:00,5/9/2020,18:00,2020,130,5,18.0,495.7,1245.9,41.8,18.6,18.8,0.0
5/9/2020 18:30,5/9/2020,18:30,2020,130,5,18.5,346.4,1236.3,41.9,18.6,19.0,-0.001
5/9/2020 19:00,5/9/2020,19:00,2020,130,5,19.0,247.9,1141.8,45.0,18.2,19.0,0.002
5/9/2020 19:30,5/9/2020,19:30,2020,130,5,19.5,99.0,1117.5,45.4,17.9,19.1,-0.001
5/9/2020 20:00,5/9/2020,20:00,2020,130,5,20.0,50.5,967.4,50.9,17.6,19.1,-0.001
5/9/2020 20:30,5/9/2020,20:30,2020,130,5,20.5,7.3,758.8,59.4,16.7,19.1,0.003
5/9/2020 21:00,5/9/2020,21:00,2020,130,5,21.0,28.9,548.2,74.4,15.1,19.2,0.003
5/9/2020 21:30,5/9/2020,21:30,2020,130,5,21.5,6.8,437.0,75.4,14.2,19.3,0.0
5/9/2020 22:00,5/9/2020,22:00,2020,130,5,22.0,0.2,492.6,82.9,13.3,19.2,-0.004
5/9/2020 22:30,5/9/2020,22:30,2020,130,5,22.5,0.9,544.3,88.7,12.4,19.2,-0.001
5/9/2020 23:00,5/9/2020,23:00,2020,130,5,23.0,1.3,505.5,89.7,12.2,19.1,0.001
5/9/2020 23:30,5/9/2020,23:30,2020,130,5,23.5,1.3,465.2,89.5,11.7,19.1,0.0
5/10/2020 0:00,5/10/2020,0:00,2020,130,5,24.0,1.3,434.1,86.1,11.2,19.0,-0.002
5/10/2020 0:30,5/10/2020,0:30,2020,131,5,0.5,1.3,402.4,89.8,11.1,19.0,0.008
5/10/2020 1:00,5/10/2020,1:00,2020,131,5,1.0,0.6,415.1,92.2,10.6,19.0,-0.001
5/10/2020 1:30,5/10/2020,1:30,2020,131,5,1.5,0.4,438.4,92.9,10.2,18.9,-0.001
5/10/2020 2:00,5/10/2020,2:00,2020,131,5,2.0,1.1,456.2,94.0,10.1,18.8,0.0
5/10/2020 2:30,5/10/2020,2:30,2020,131,5,2.5,1.4,356.3,94.8,9.9,18.7,0.006
5/10/2020 3:00,5/10/2020,3:00,2020,131,5,3.0,1.2,556.1,95.5,9.1,18.6,0.007
5/10/2020 3:30,5/10/2020,3:30,2020,131,5,3.5,1.1,456.2,96.6,8.9,18.5,0.0
5/10/2020 4:00,5/10/2020,4:00,2020,131,5,4.0,1.1,848.7,95.1,9.2,18.4,0.002
5/10/2020 4:30,5/10/2020,4:30,2020,131,5,4.5,1.0,782.7,93.9,9.1,18.2,0.001
5/10/2020 5:00,5/10/2020,5:00,2020,131,5,5.0,0.7,733.2,94.6,9.1,18.2,-0.029
5/10/2020 5:30,5/10/2020,5:30,2020,131,5,5.5,0.5,321.6,94.8,8.6,18.1,-0.014
5/10/2020 6:00,5/10/2020,6:00,2020,131,5,6.0,10.3,646.4,96.0,8.1,18.0,0.011
5/10/2020 6:30,5/10/2020,6:30,2020,131,5,6.5,39.5,580.2,96.5,7.9,17.9,0.03
5/10/2020 7:00,5/10/2020,7:00,2020,131,5,7.0,12.4,885.6,97.1,8.0,17.7,-0.037
5/10/2020 7:30,5/10/2020,7:30,2020,131,5,7.5,66.6,1071.8,96.5,8.6,17.6,0.085
5/10/2020 8:00,5/10/2020,8:00,2020,131,5,8.0,178.1,522.0,91.1,10.8,17.5,0.108
5/10/2020 8:30,5/10/2020,8:30,2020,131,5,8.5,282.2,409.8,82.3,12.8,17.4,-0.098
5/10/2020 9:00,5/10/2020,9:00,2020,131,5,9.0,382.8,689.5,69.7,15.0,17.4,0.069
5/10/2020 9:30,5/10/2020,9:30,2020,131,5,9.5,495.6,953.1,59.2,16.4,17.3,-0.072
5/10/2020 10:00,5/10/2020,10:00,2020,131,5,10.0,608.0,1052.2,50.6,17.1,17.2,-0.002
5/10/2020 10:30,5/10/2020,10:30,2020,131,5,10.5,707.6,1269.6,42.9,18.2,17.2,-0.012
5/10/2020 11:00,5/10/2020,11:00,2020,131,5,11.0,793.7,1301.7,42.1,18.4,17.2,-0.01
5/10/2020 11:30,5/10/2020,11:30,2020,131,5,11.5,867.8,1330.4,41.2,19.1,17.2,-0.012
5/10/2020 12:00,5/10/2020,12:00,2020,131,5,12.0,929.5,1395.9,39.9,19.7,17.4,-0.004
5/10/2020 12:30,5/10/2020,12:30,2020,131,5,12.5,972.0,1437.4,41.3,20.4,17.4,-0.002
5/10/2020 13:00,5/10/2020,13:00,2020,131,5,13.0,1007.5,1442.1,40.2,20.5,17.6,-0.084
5/10/2020 13:30,5/10/2020,13:30,2020,131,5,13.5,1020.5,1585.6,40.3,21.2,17.8,-0.012
5/10/2020 14:00,5/10/2020,14:00,2020,131,5,14.0,1020.1,1628.5,39.6,21.9,18.1,0.002
5/10/2020 14:30,5/10/2020,14:30,2020,131,5,14.5,1007.5,1627.6,39.3,22.3,18.2,-0.005
5/10/2020 15:00,5/10/2020,15:00,2020,131,5,15.0,973.8,1730.2,37.0,22.6,18.5,-0.016
5/10/2020 15:30,5/10/2020,15:30,2020,131,5,15.5,928.6,1842.1,34.5,23.2,18.9,-0.004
5/10/2020 16:00,5/10/2020,16:00,2020,131,5,16.0,867.8,1850.6,34.0,23.4,19.1,-0.005
5/10/2020 16:30,5/10/2020,16:30,2020,131,5,16.5,790.2,1866.5,34.2,23.8,19.3,-0.001
5/10/2020 17:00,5/10/2020,17:00,2020,131,5,17.0,700.7,1828.7,34.8,23.8,19.6,0.002
5/10/2020 17:30,5/10/2020,17:30,2020,131,5,17.5,603.1,1891.5,34.7,24.0,19.9,-0.003
5/10/2020 18:00,5/10/2020,18:00,2020,131,5,18.0,496.2,1883.1,34.4,24.3,20.2,0.001
5/10/2020 18:30,5/10/2020,18:30,2020,131,5,18.5,385.4,1849.6,34.5,24.2,20.4,-0.001
5/10/2020 19:00,5/10/2020,19:00,2020,131,5,19.0,271.1,1886.8,34.6,24.1,20.6,-0.001
5/10/2020 19:30,5/10/2020,19:30,2020,131,5,19.5,162.7,1856.5,35.6,23.7,20.8,0.001
5/10/2020 20:00,5/10/2020,20:00,2020,131,5,20.0,65.3,1658.9,38.1,22.9,21.0,0.001
5/10/2020 20:30,5/10/2020,20:30,2020,131,5,20.5,6.6,1483.3,40.7,22.0,21.1,0.004
5/10/2020 21:00,5/10/2020,21:00,2020,131,5,21.0,36.0,1081.2,52.9,20.1,21.3,0.002
5/10/2020 21:30,5/10/2020,21:30,2020,131,5,21.5,6.8,932.7,59.9,18.8,21.3,0.006
5/10/2020 22:00,5/10/2020,22:00,2020,131,5,22.0,0.2,787.1,64.6,17.9,21.3,0.0
5/10/2020 22:30,5/10/2020,22:30,2020,131,5,22.5,0.9,588.1,69.0,17.3,21.3,-0.001
5/10/2020 23:00,5/10/2020,23:00,2020,131,5,23.0,1.3,523.1,71.9,16.7,21.3,0.002
