DATE,Tavg_mean,Havg_mean,Vdef_mean,Hdeg_mean,Cdeg_mean,Wspd_mean,Atot_mean,Rain_sum,Savg_mean,Bavg_mean,Tr05_mean,Tr25_mean,Tr60_mean,MODIS_EVI
11/24/2000,40.42,72.97875,2.77625,23.40625,0,9.17875,10.37,0.68,45.4575,43.40625,1.545525,1.540175,1.5205125,0.135
12/2/2000,36.70125,77.66875,2.0225,27.965,0,8.90375,8.33375,0.02,42.38875,40.61125,1.5722125,1.5341375,1.5143625,0.117
12/18/2000,28.595,71.78375,1.83,36.53,0,11.4514075,9.97875,0.02,36.495,34.31375,1.5963375,1.5312,1.498925,0.106
1/1/2001,33.12625,78.71375,1.89125,30.74375,0,7.61875,10.595,0.77,35.8775,33.69875,1.5549375,1.5244875,1.484525,0.117
1/25/2001,36.06,76.67625,2.125,29.20625,0,10.890315,9.765,1.57,38.68,37.7775,1.555825,1.51685,1.4752125,0.122
2/2/2001,41.53125,76.94375,2.66125,23.62375,0,11.8339075,11.64485965,0.77,41.03125,41.46875,1.5405625,1.5139125,1.4732625,0.13
2/26/2001,39.0175,81.64375,2.18625,25.06875,0,8.6575,12.16125,0.17,41.84,42.39875,1.5208125,1.5067875,1.4679625,0.128
3/6/2001,47.4675,75.1175,3.5725,17.895,0,9.2475,15.1525,0.5,45.69875,47.6825,1.528525,1.5066125,1.4685,0.138
3/14/2001,45.565,70.715,3.94375,19.30625,0,11.005,15.795,0.12,46.06375,47.53125,1.528275,1.5041,1.4674625,0.145
4/7/2001,64.165,70.955,6.75625,4.0525,2.3975,14.44125,19.595,0.26,59.6275,64.8925,1.5601625,1.508225,1.471175,0.18
4/23/2001,61.89625,59.94125,9.72875,3.71125,0.21625,10.61875,24.73485965,0,58.8025,66.31625,1.8191,1.5172125,1.470225,0.21
5/1/2001,66.81625,78.33375,5.9275,1.2225,3.27375,12.5875,20.83125,1.76,63.09125,67.7075,1.7187625,1.6561,1.4732375,0.31
5/9/2001,71.80625,75.28375,7.8825,0,6.565,11.945,27.495,0.02,65.535,74.15,1.90745,1.62925,1.4726375,0.392
5/17/2001,65.9875,74.8525,6.375,2.82125,3.7425,9.415,23.54,2.44,65.145,69.96375,1.6563,1.6425625,1.4778,0.531
5/25/2001,67.155,79.5,5.64125,1.53,2.86625,8.22875,23.8825,2.73,64.57,71.19125,1.67305,1.5958,1.476225,0.526
6/2/2001,75.91,77.545,8.00375,0,11.07375,10.3925,27.00875,0,69.78125,78.4125,1.8063375,1.572525,1.468,0.528
6/10/2001,76.55,70.82,10.73875,0,10.8425,13.715,26.82125,0.93,70.69125,78.83125,2.02635,1.7545375,1.518075,0.596
7/4/2001,86.22,54.035,22.7575,0,20.8025,10.30875,28.99625,0,76.69,87.9975,3.0335625,2.4193125,2.9466125,0.591
7/12/2001,83.94625,64.9425,16.9875,0,19.81625,11.3,23.6425,0.33,77.41625,86.22375,2.8983125,2.961525,3.5085125,0.5
7/20/2001,87.99625,51.77375,25.04125,0,22.7275,10.0675,27.42875,0,79.32375,90.19125,3.59355,3.5780875,3.631475,0.478
7/28/2001,86.2425,55.95375,21.91,0,21.2325,10.00875,27.37125,0.6,78.85625,88.03625,3.0039625,3.7417875,3.663275,0.42
8/5/2001,82.4175,62.3225,17.47,0,17.7925,6.34875,21.79875,0.62,78.375,86.375,3.5588625,3.800675,3.699925,0.384
8/13/2001,80.18,63.85375,16.155,0,16.11625,7.63625,24.53375,0.11,76.005,83.53875,3.2406875,3.8056625,3.7008,0.309
9/6/2001,69.935,67.57875,10.3775,1.11375,5.04375,9.72125,21.58360965,0.03,70.54625,75.28125,2.269675,2.2497,3.6835375,0.363
9/14/2001,71.17375,83.0875,5.2875,0,6.9175,8.27875,13.7425,2.36,70.37375,72.81,2.0050875,2.0270625,3.6419,0.331
9/22/2001,62.5725,71.8825,7.18,4.10875,1.7925,8.23625,20.50625,0,65.8875,69.63625,1.83365,1.7570125,3.6404875,0.341
9/30/2001,60.3575,65.03875,8.4775,6.5475,1.73375,9.83375,18.84125,0,62.4875,66.9775,2.167375,2.007875,3.6490875,0.318
10/8/2001,59.45375,70.7225,5.76125,5.75625,0.49125,12.2075,13.55,0.61,60.83125,61.23875,1.962125,2.120875,3.648425,0.24
10/16/2001,60.77625,67.51375,7.235,5.29875,1.95125,10.30375,16.85875,0,58.75,62.2725,1.96095,2.154175,3.6518875,0.23
10/24/2001,56.085,52.18375,8.65,8.80625,0,12.3675,15.635,0,56.96625,59.9475,2.189125,2.17285,3.6473,0.202
11/1/2001,60.82732218,70.95574029,6.25,3.7025,0.5375,9.17375,10.84,0,60.69125,63.18875,2.264,2.190575,3.636225,0.21
11/9/2001,58.98020921,71.06773867,5.75,4.54875,0,8.64125,8.373609655,0.03,58.23,59.13875,2.361525,2.230975,3.6337875,0.191
11/17/2001,50.33875,72.32625,3.85125,14.80375,0,12.2025,10.2525,0.93,53.98375,51.6375,1.6319875,2.248,3.6330375,0.144
12/3/2001,48.92375,68.43,4.2675,16.67875,0.13875,11.30875,9.41,0.01,50.1375,49.9125,1.7264875,2.083625,3.650875,0.153
12/11/2001,42.49,85.7125,1.72875,22.025,0,10.15875,5.9975,0.33,46.23,44.1725,1.624025,2.0615125,3.6578125,0.133
12/19/2001,36.195,56.78125,3.7475,28.50375,0,10.75625,11.76375,0,42.17875,40.41375,1.747,2.0091375,3.6642875,0.124
12/27/2001,29.028,68.374,2.288,35.554,0,7.166,8.96,0.12,38.372,36.796,1.9125,2.02784,3.68026,0.134
1/1/2002,31.94,70.90625,2.55,33.0525,0,9.2025,10.325,0.17,36.28375,34.88,1.73155,2.049325,3.6926,0.134
1/9/2002,43.8325,52.245,5.4825,21.06,0,11.035,11.39625,0,41.84875,42.655,1.7835125,2.011425,3.6898375,0.132
1/25/2002,38.4725,65.3625,3.98875,27.28625,0,11.3679725,9.92,1.37,41.29875,41.19125,1.8580875,1.9310125,3.1264125,0.135
2/2/2002,37.01,80.51375,1.9275,27.09875,0,9.36375,9.695,0.92,39.615,38.50125,1.53685,1.621475,1.587,0.141
2/10/2002,40.1875,53.5575,4.93125,24.34,0,12.10875,15.36125,0,39.92625,40.275,1.5847375,1.5987125,1.5673,0.131
2/18/2002,47.545,62.59875,5.3525,17.3175,0,14.0425,15.31,0.29,45.15875,48.16,1.599275,1.592275,1.5526375,0.096
2/26/2002,29.1375,57.1175,3.5,36.64875,0,12.3167225,17.8875,0.1,37.0225,36.75125,1.7809625,1.588275,1.5410125,0.102
3/14/2002,46.22375,68.84,4.1025,18.6925,0,12.585,12.64375,1.38,46.82625,50.30625,1.7303,1.598575,1.5284875,0.136
3/30/2002,50.07625,60.98375,5.6275,15.585,0,12.89875,17.96,0.62,48.94875,54.31375,1.7602125,1.5818625,1.5080875,0.152
4/15/2002,65.88875,80.96125,5.08125,3.26875,4.60625,15.63,18.09221931,0.12,61.1175,65.4025,1.5499375,1.5595875,1.483325,0.205
4/23/2002,61.18,78.1425,4.88125,5.4,1.4,12.41125,17.4675,0.78,58.0325,61.92625,1.601725,1.55505,1.481875,0.312
5/1/2002,66.97375,80.13,5.8425,3.6125,4.97125,14.03,19.19875,0.06,61.6025,67.85,1.921625,1.55875,1.4809375,0.301
5/9/2002,62.825,74.84,5.65125,4.25,2.0775,14.45375,17.4275,0.12,61.42875,66.365,2.304925,1.8834125,1.4851875,0.393
5/17/2002,62.92375,76.6575,5.3075,3.45625,0.82,13.5025,18.73485965,1.49,61.03,66.0275,1.7917,1.780925,1.5703,0.446
5/25/2002,68.39125,81.72375,5.95125,1.3425,4.2775,7.14125,22.48625,0.35,64.695,71.625,1.943525,1.9780375,1.8663125,0.466
6/2/2002,73.5675,80.15,7.00625,0,9.08625,12.625,22.805,0.98,68.73125,75.54125,1.819475,2.20195,2.2118,0.523
6/10/2002,73.965,78.04,7.56875,0,9.35125,12.67,24.33375,1.49,70.3475,75.85,1.6823875,2.1627,2.359725,0.529
6/18/2002,77.09875,71.73125,10.84125,0,11.66875,11.38375,26.67625,0,70.7725,79.7,2.090675,1.961075,2.4973375,0.575
6/26/2002,76.2975,78.5425,8.46625,0,12.02375,10.0925,21.185,0.3,72.665,81.06875,2.7767625,2.3984125,2.784525,0.513
7/20/2002,83.15375,65.41125,16.44125,0,19.465,11.34125,24.75875,0.19,76.18,85.12625,3.6278,3.6961875,3.615025,0.409
7/28/2002,81.53375,70.94375,13.3475,0,17.17125,9.38,22.10875,0.36,75.8775,83.96875,3.2956625,3.74645,3.654875,0.426
8/5/2002,81.925,63.0425,16.5,0,16.50625,8.7225,23.45625,0.1,76.88375,85.77,3.7203375,3.814575,3.712225,0.347
8/13/2002,80.19625,68.9175,13.7475,0,16.125,13.9125,21.73875,0.53,75.17125,81.68875,3.1510625,3.813075,3.7237125,0.296
8/21/2002,80.85375,68.3475,14.3975,0,16.54,10.53125,21.835,1.97,76.40875,82.245,2.8375125,3.5728,3.384739125,0.282
8/29/2002,79.0175,66.68625,14.19625,0,14.695,7.69625,20.96485965,0,74.07875,80.84875,2.1266375,2.28839375,3.151821188,0.318
9/14/2002,69.245,76.74875,7.65125,0.7025,5.5375,10.1575,18.85875,4.89,69.27875,71.0075,1.5512375,1.8699875,2.8253875,0.286
9/22/2002,66.64625,67.42375,9.2525,1.22,3.11,7.6225,20.82125,0,65.2925,70.385,1.7252,1.619225,1.5931375,0.307
9/30/2002,68.27625,69.095,8.47125,2.675,5.1475,11.23625,15.82875,0.36,67.495,70.79875,1.771725,1.738025,1.7168625,0.34
10/8/2002,54.0875,83.0375,2.71875,10.82125,0,8.35375,10.2575,2.55,59.52875,57.90625,1.560275,1.63425,1.6054125,0.331
10/16/2002,52.96625,86.68125,2.18375,11.74875,0,8.06625,7.95,1.39,56.44625,55.8725,1.5924125,1.601025,1.561825,0.281
11/1/2002,46.2675,78.4575,3.33875,18.10125,0,9.86625,9.54625,0.44,49.58625,46.9,1.5379625,1.55495,1.5230875,0.218
11/9/2002,49.29375,74.455,4.24375,15.095,0.3025,9.44125,11.93125,0.1,51.45875,50.3375,1.5646875,1.546175,1.513625,0.207
11/17/2002,48.46375,64.7975,5.12375,15.53375,0,10.2575,13.19360965,0,49.3,49.45375,1.6910625,1.5456625,1.50465,0.194
11/25/2002,38.24375,60.82,3.91375,26.71375,0,10.12375,11.26625,0,43.94125,42.70875,1.885425,1.5527125,1.504675,0.197
12/11/2002,46.26625,76.8825,3.2575,18.46125,0,10.45375,7.84625,0.09,45.50875,44.55,1.573525,1.5521375,1.4860625,0.18
12/19/2002,31.8875,77.56875,1.92,32.59875,0,10.33813,8.93,0.96,41.76875,37.8025,1.6054125,1.5466375,1.4793,0.182
12/27/2002,41.638,76.088,2.456,23.644,0,11.764252,9.454,0.21,41.764,38.776,1.56046,1.54136,1.47102,0.184
1/1/2003,39.6525,74.715,2.9225,24.32,0,9.61875,10.0125,0,41.02125,39.5,1.5782125,1.53485,1.46575,0.191
1/17/2003,29.98625,62.215,2.7325,34.8075,0,11.275,10.84,0,37.50375,37.10625,1.7896,1.5403875,1.4712375,0.182
1/25/2003,39.16375,72.41,3.37125,25.66375,0,12.85,11.99375,0,38.2025,39.79125,1.856525,1.5528375,1.47785,0.195
2/2/2003,34.79,76.00375,2.3975,30.095,0,11.23625,10.43625,0.58,40.4975,40.855,1.8682125,1.5654125,1.4822625,0.2
2/18/2003,32.8825,86.60375,1.07875,32.63125,0,10.3925,8.9875,0.29,40.5625,41.07,1.65585,1.56385,1.4836375,0.21
2/26/2003,30.57625,90.57875,0.8875,34.5875,0,8.73625,9.1725,0.1,36.11875,37.85375,1.6694625,1.5584125,1.482125,0.173
3/14/2003,54.915,79.48625,4.09375,10.015,0.525,11.19375,13.52875,0.64,50.545,54.38625,1.5773625,1.546775,1.47585,0.218
3/22/2003,52.1175,64.2525,6.02,13.46,0.09375,13.77625,19.52,0.42,49.67375,53.37125,1.5941375,1.539275,1.4718875,0.22
3/30/2003,57.965,61.69375,7.685,8.14375,0.90625,15.3525,21.6725,0.03,51.72875,57.61375,1.705475,1.5368,1.470675,0.24
4/7/2003,54.57625,59.81625,8.11625,11.35125,1.05125,11.8975,24.81125,0,51.06375,58.06875,2.08585,1.5542,1.4733875,0.258
4/15/2003,60.0875,72.41125,6.0025,6.46375,0.4475,13.65625,20.20125,1.68,56.60125,60.83,1.646025,1.694825,1.4767125,0.298
4/23/2003,63.8625,76.6425,6.19,3.8775,2.56125,13.455,22.31125,0.21,57.79375,64.66875,1.7572125,1.6148875,1.4758875,0.355
5/1/2003,66.9975,73.7425,7.6375,1.43,1.9525,11.78625,20.16735965,0.73,61.89875,69.74375,2.1158,1.74598125,1.580644563,0.382
5/9/2003,68.365,72.5625,7.6575,1.34875,3.62125,10.90125,22.4475,1.78,64.6675,69.65125,1.60245,1.7454125,1.4952,0.443
5/17/2003,64.87625,80.2775,4.845,2.05875,2.3225,9.31625,18.835,0.16,63.9025,68.1875,1.6404375,1.6089625,1.5088375,0.512
5/25/2003,70.67625,67.41875,10.935,0.96875,5.06625,8.2425,26.045,0.02,66.4225,76.2425,2.1482,1.901125,1.6856,0.42
6/2/2003,67.14,77.8675,6.325,0.15375,2.37875,9.11875,20.5525,0.88,66.44875,71.8475,2.0578625,2.16565,2.024925,0.475
6/10/2003,72.4175,76.9025,7.98375,0,7.7675,7.9025,22.15360965,1.63,68.71375,75.41,1.696075,1.8834375,2.1772,0.487
6/18/2003,78.1825,74.3125,9.89125,0,13.1175,12.41875,23.72,0.65,71.825,81.07,2.0609125,2.0833,2.297,0.468
6/26/2003,75.24125,69.38625,11.505,0.07625,10.53,7.8175,22.15985965,0.01,70.79625,78.77125,2.298275,2.2946375,2.42995,0.462
7/4/2003,81.6825,63.79625,15.66875,0,16.08125,12.8775,25.31375,0,74.2975,84.0625,3.31405,2.52795,2.7469625,0.461
7/12/2003,87.32625,49.01625,26.06125,0,21.99375,11.11375,26.12235965,0,76.84875,87.83375,3.6193625,3.27235,3.3236375,0.396
7/20/2003,85.1225,47.84625,24.3175,0,19.84875,12.03625,24.95375,0,77.2825,86.63875,3.7022,3.7014,3.577425,0.363
7/28/2003,80.14038703,61.80699838,16.98625,0.565,16.555,9.773907501,21.61485965,0.48,74.92796189,82.28808374,3.0294125,3.51849375,3.456569563,0.367
8/5/2003,81.635,63.10875,17.155,0,17.3325,6.9525,23.1875,0.37,77.00375,85.19375,3.639075,3.7742125,3.6345125,0.376
8/13/2003,81.6925,60.5,18.27,0,16.925,8.6775,22.98625,0.18,75.37125,83.3975,3.669225,3.7841,3.645975,0.283
8/21/2003,84.13875,56.49875,21.01375,0,19.67375,8.13375,21.4475,0.48,77.83125,85.38625,3.489075,3.8134875,3.6777625,0.265
8/29/2003,71.33875,83.52625,5.615,0,7.61125,7.56875,15.20875,2.1,72.7675,74.76,1.87775,3.252075,3.64705,0.266
9/6/2003,70.07625,73.01625,8.50375,0.6875,5.43,9.94875,15.59235965,0.77,69.8675,73.955,1.99945,2.4266875,3.631175,0.31
9/14/2003,66.06125,70.04,7.96125,1.86375,2.96,11.355,19.3925,0,66.08625,69.02625,1.854725,2.327775,3.63345,0.302
9/22/2003,67.725,64.78875,9.8225,2.09125,5.2075,9.61375,17.3575,0.15,66.89125,71.77625,2.2368875,2.3092375,3.6309625,0.29
10/8/2003,63.495,79.61,4.665,2.72875,2.46625,9.82625,14.42985965,1.57,64.5425,65.0725,1.6554875,1.8078375,3.6293,0.3
10/16/2003,64.725,63.71375,10.155,1.34625,3.07875,8.58875,17.29125,0,61.595,65.3275,2.086275,1.8969625,3.629925,0.264
10/24/2003,56.3675,57.36,8.18125,10.46125,1.09125,12.315,11.59375,0,58.97625,60.21125,2.4244625,2.0850875,3.6262,0.27
11/9/2003,50.29625,85.055,2.25375,14.86625,0,10.83375,5.2025,0.35,53.81875,51.80875,2.6444125,2.2814875,3.6268625,0.229
11/17/2003,46.58,67.58625,4.1475,19.08625,0,12.0375,11.06,0.63,51.13,48.73,1.9539125,2.3243,3.62965,0.214
11/25/2003,43.2625,50.64375,5.585,21.3325,0,12.22,10.24375,0,44.975,44.29875,2.254675,2.3515375,3.651175,0.218
12/19/2003,43.75,66.4675,3.8725,20.18625,0,14.115,9.38625,0.06,42.51625,41.71625,1.8254375,2.3011125,3.6686875,0.196
12/27/2003,44.454,46.906,6.002,20.36,0,13.372,10.008,0,44.652,45.024,1.99784,2.23742,3.65946,0.186
1/1/2004,35.99,64.3,3.23625,28.63625,0,13.295,10.39625,0,41.84625,41.73,2.0707875,2.2349875,3.6535625,0.186
1/9/2004,43.54375,72.985,3.20375,21.62,0,8.92,9.62875,0.45,42.19125,43.19625,2.1087375,2.251425,3.6642625,0.174
1/17/2004,37.68125,79.565,1.73,27.6225,0,10.86375,9.7975,1.26,41.7175,40.98625,1.570225,1.6908625,3.65355,0.176
2/2/2004,30.57625,82.54625,1.2275,34.45625,0,10.2339075,9.69625,0.26,36.57,35.515,1.6355625,1.6248625,3.6598125,0.166
2/26/2004,45.17875,76.27875,2.98125,19.60125,0,13.50375,11.02,3.11,44.06375,45.3025,1.6956375,1.639625,3.4432,0.172
3/5/2004,48.86125,62.4125,5.4625,16.405,0,10.7275,17.8025,0.02,46.62375,49.5375,1.5942,1.6023625,1.621825,0.189
3/13/2004,55.43125,75.565,4.69625,9.8125,0.29,10.98625,15.9725,0.33,50.9275,55.27625,1.60685,1.58895,1.592425,0.203
3/21/2004,59.49,70.48125,5.13,6.6575,1.39875,17.2,13.67125,1.05,55.22125,59.75875,1.68575,1.583775,1.569075,0.234
3/29/2004,53.23,63.7325,6.4,11.6475,0,7.83625,22.35875,0,54.02625,58.2425,1.654375,1.5753875,1.5458125,0.244
4/6/2004,50.645,77.8975,3.31375,13.61125,0,9.9575,16.415,0.43,53.78875,56.0825,1.6708875,1.5811375,1.539325,0.294
4/14/2004,66.46125,71.93625,7.30125,1.7475,3.21625,17.285,21.32,0,59.055,66.26,1.95175,1.620775,1.537725,0.297
4/22/2004,61.10625,76.36125,5.5975,4.06875,0.48875,12.30875,19.82625,0.2,59.99625,65.03,2.153925,1.8989375,1.537425,0.43
4/30/2004,62.42625,69.21,7.60875,5.0575,2.51375,14.26875,24.36375,0.24,59.97625,66.23,2.4286375,2.1691875,1.6063125,0.406
5/8/2004,66.71125,79.60625,5.91,2.9425,5.6325,15.74375,21.44,0.03,64.86875,71.84625,2.9746,2.5217125,1.8966625,0.385
5/16/2004,76.14375,71.04875,10.39125,0,11.46,18.2175,25.81375,0,67.62125,76.6325,3.31585,3.1250375,2.208675,0.379
5/24/2004,74.39375,68.24375,10.93375,0,8.69375,13.30125,20.51875,0.21,69.30375,75.6975,3.3292375,3.57285,2.6019375,0.406
6/9/2004,75.42413703,75.03699838,8.995,0.565,11.52,13.4739075,20.39735965,0.81,71.53296189,75.83808374,2.4009875,3.46395625,3.270394563,0.378
6/17/2004,71.81375,77.54625,7.51625,0,7.2375,8.155,21.75625,4.43,72.64,74.135,1.866275,2.7694,3.39095,0.372
6/25/2004,72.25125,85.76625,4.705,0,8.1925,7.57125,18.65,1.63,72.64125,75.3475,1.7061375,1.6968625,3.1077375,0.466
7/3/2004,79.37875,77.53875,8.8475,0,14.61,11.94375,24.48375,0.78,76.06125,80.32125,1.7270875,1.638975,1.6081125,0.538
7/11/2004,80.4775,67.87,13.43,0,14.975,8.19375,25.58375,0,76.8775,84.80375,2.540625,2.053425,2.00785,0.513
7/19/2004,75.46375,72.97875,10.59625,0,10.9675,9.3975,21.80875,0.91,75.4675,80.64375,2.7604875,2.5589,2.5709375,0.515
7/27/2004,73.33,84.935,5.45,0,8.758333333,8.283333333,18.04333333,0.78,73.00333333,75.55166667,1.838733333,3.014283333,2.9934,0.541
8/12/2004,71.08428571,76.26,7.798571429,0,6.374285714,7.687142857,19.31571429,0.85,71.58285714,73.35,1.920942857,3.544671429,3.437685714,0.516
8/20/2004,77.85125,71.52375,11.6925,0.19375,13.11125,12.81375,21.38,0.4,73.49125,79.325,2.3917125,3.5204375,3.433725,0.548
8/28/2004,72.18,72.49,9.445,0,7.81625,6.9425,19.83375,0.17,72.15875,76.2825,2.4893125,3.6325625,3.4871125,0.533
9/5/2004,70.565,62.9975,12.505,0.7325,5.855,8.63125,23.04,0.2,70.24625,76.12625,3.4516,3.72505,3.5543875,0.407
9/13/2004,78.585,65.5775,13.07625,0,14.8675,12.00375,18.43375,0.97,73.6675,78.62875,2.6891625,3.745225,3.6063625,0.367
9/21/2004,68.57375,70.84,9.04,0,4.815,7.55125,17.80875,0.7,69.75875,72.7975,1.9149875,1.99808125,2.462811938,0.416
9/29/2004,62.29038703,71.65574838,6.46625,2.5275,0.8575,8.807657501,13.73110965,1.82,64.69421189,64.51858497,1.8137625,1.87981875,2.462999438,0.345
10/7/2004,58.44125,87.77625,2.60125,6.04625,0.44875,7.81625,11.23375,3.9,63.42375,61.55375,1.529925,1.6793,2.53095,0.29
10/15/2004,60.0025,82.315,4.18375,5.7275,0.61375,7.9125,12.005,0.08,61.2025,59.995,1.6763875,1.595375,1.57085,0.265
10/23/2004,64.49125,80.93375,4.2825,3.06125,2.39625,9.61375,10.60625,0.75,64.26125,63.9425,1.634975,1.6201875,1.5599625,0.239
10/31/2004,50.70375,87.905,2.18625,14.5925,0,9.27375,8.9,1.16,57.895,53.415,1.542,1.590975,1.5383625,0.203
11/24/2004,41.3325,78.2225,2.5225,23.11125,0,12.96125,9.90125,0.09,50.10125,44.35625,1.5270625,1.541575,1.49105,0.165
12/2/2004,43.68375,77.33,2.79125,19.92375,0,9.16375,9.25875,0.61,46.93625,43.24875,1.5532125,1.5327375,1.4796875,0.169
12/10/2004,38.605,65.845,3.45,25.375,0,10.03,11.37125,0,45.25375,39.84875,1.5653625,1.5229,1.4715375,0.155
12/18/2004,31.29,67.49,2.70625,32.41375,0,10.93875,9.53875,0,42.05625,37.05375,1.6228875,1.523725,1.4682,0.164
12/26/2004,49.78,78.06833333,3.133333333,14.12333333,0,12.91333333,9.935,0,44.69,43.65833333,1.663433333,1.530916667,1.4721,0.186
1/1/2005,35.4675,93.83625,0.5325,29.285,0,11.1854725,4.595,2.07,45.0875,41.5825,1.592575,1.527925,1.4653,0.18
1/9/2005,33.935,85.11875,1.16375,30.29625,0,10.16625,7.684859655,0.01,42.27875,38.84375,1.5460375,1.52135,1.458175,0.161
1/17/2005,37.94,65.86125,3.66875,25.99625,0,9.5675,12.09,0,39.99,36.32125,1.5793,1.521625,1.45525,0.171
1/25/2005,37.95375,85.32,1.6525,26.37375,0,6.92,5.5875,0.65,42.47375,39.6625,1.5829,1.5228625,1.452325,0.157
2/2/2005,38.725,83.30375,1.8225,25.30375,0,9.2425,9.14375,0.58,42.63125,40.89375,1.5552375,1.5179625,1.4497375,0.166
2/10/2005,47.9125,65.74375,4.78625,17.07125,0,11.23,12.1,0.03,45.48875,56.23600246,1.571025,1.5175625,1.4494375,0.161
2/18/2005,45.31375,84.675,2.26375,19.22125,0,10.175,9.50125,1.14,47.08375,61.21466995,1.61445,1.517725,1.4466,0.166
2/26/2005,46.0275,73.06875,3.56375,18.40875,0,7.34125,14.235,0.32,47.03875,61.21466995,1.5522375,1.51405,1.443375,0.199
